域名	解析IP	开放端口	WEB服务器	网站状态
zym.tencent.com	0.0.0.1	-	端口未开放	端口未开放
zyc.tencent.com	0.0.0.1	-	端口未开放	端口未开放
zzz.tencent.com	220.249.244.119	80,443	获取失败	80:-
sz6.tencent.com	61.151.226.190,61.151.226.186,61.151.226.187,61.151.226.193,101.226.93.184,101.227.152.156,101.227.152.171,61.151.181.89,61.151.181.95,61.151.181.97,61.151.180.139,61.151.180.143,61.151.180.144,61.151.180.157,61.151.180.158,61.151.225.224	-	端口未开放	端口未开放
sz5.tencent.com	120.204.17.19,120.204.17.124,120.204.17.125,120.204.17.126,120.204.17.14,120.204.17.15,120.204.17.16,120.204.17.17,120.204.17.18,120.204.17.123,120.204.17.22,120.204.17.118,120.204.17.119,120.204.17.121,120.204.17.122	-	端口未开放	端口未开放
sz9.tencent.com	223.166.151.86,223.166.151.88,223.166.151.89,223.166.151.90,223.166.151.97,223.166.151.98,223.166.151.99,223.166.151.139,223.166.151.140,223.166.151.30,223.166.151.38,223.166.151.41,223.166.151.47,223.166.151.54,223.166.151.58,223.166.151.87	-	端口未开放	端口未开放
sz8.tencent.com	123.151.78.38,123.151.78.58,123.151.78.59,123.151.78.36,123.151.78.37,123.151.78.57,123.151.78.39,123.151.78.40,123.151.78.41,123.151.78.42,123.151.78.43,123.151.78.52,123.151.78.53,123.151.78.54,123.151.78.55,123.151.78.56	-	端口未开放	端口未开放
sz7.tencent.com	111.30.159.63,111.30.159.62,111.30.159.61,111.30.159.64,111.30.159.65,111.30.159.66,111.30.159.67,111.30.159.68,111.30.159.69,111.30.159.70,111.30.159.71,111.30.159.72,111.30.159.73,111.30.159.74,111.30.159.75,111.30.159.60	-	端口未开放	端口未开放
sz4.tencent.com	183.232.93.22,183.232.93.21,183.232.93.32,183.232.93.31,183.232.93.30,183.232.93.29,183.232.93.26,183.232.93.25,183.232.127.124,183.232.127.247,183.232.127.246,183.232.127.245,183.232.127.244,183.232.127.243,183.232.93.24,183.232.93.23	-	端口未开放	端口未开放
tm3.tencent.com	220.249.245.150,220.249.245.151,220.249.245.152,220.249.245.153,220.249.245.156,220.249.245.141,220.249.245.142,220.249.245.146,220.249.245.147,220.249.244.174,220.249.244.152,220.249.245.36,220.249.245.87,220.249.244.151,220.249.244.252,220.249.245.149	-	端口未开放	端口未开放
acfs.tencent.com	58.251.139.142	80,443	QZHTTP-2.1	80:(500) 内部服务器错误
bapm.tencent.com	0.0.0.1	-	端口未开放	端口未开放
bqq2.tencent.com	0.0.0.1	-	端口未开放	端口未开放
daas.tencent.com	0.0.0.1	-	端口未开放	端口未开放
gaia.tencent.com	183.60.70.36	-	端口未开放	端口未开放
gslb.tencent.com	0.0.0.1	-	端口未开放	端口未开放
hive.tencent.com	0.0.0.1	-	端口未开放	端口未开放
icjf.tencent.com	0.0.0.1	-	端口未开放	端口未开放
kite.tencent.com	58.251.100.44	80,443	nginx/1.8.0	80:正常访问
lequ.tencent.com	58.251.81.26	80,443	-	80:(503) 服务器不可用
mmtj.tencent.com	0.0.0.1	-	端口未开放	端口未开放
mmsz.tencent.com	203.205.151.51	80,443	stgw/1.3.6.2_1.13.5	80:(502) 错误的网关
oops.tencent.com	113.108.10.99	-	端口未开放	端口未开放
pdmp.tencent.com	163.177.68.211	80	获取失败	80:-
qqh5.tencent.com	0.0.0.1	-	端口未开放	端口未开放
